"","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy"
"524","JEB11916","PFOS-high","AUC","20260513",54.7829,98.4419,1.5581,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens"
"525","JEB11916","PFOSNO-high","AUC","20260508",29.3031,96.6849,3.3151,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens"
"526","JEB11916","PFOSNO-high","AUC","20260609",55.2981,82.891,17.109,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens"
"527","JEB11916","PFOSNO-low","AUC","20260712",25.0365,103.2888,-3.2888,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens"
"528","JEB11916","PFOS-low","AUC","20260710",35.6852,104.5585,-4.5585,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens"
"529","JEB96279","Veh","AUC","20260209",30.4727,84.869,15.131,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"530","JEB96279","PFOS-low","AUC","20260622",22.2573,112.5983,-12.5983,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"531","JEB96279","Veh","AUC","20260504",38.0953,78.1405,21.8595,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"532","JEB96279","PFOSNO-high","AUC","20260501",35.0559,82.0651,17.9349,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"533","JEB96279","PFOSNO-high","AUC","20260702",33.4233,86.5237,13.4763,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"534","JEB96279","PFOS-high","AUC","20260513",51.5822,85.8948,14.1052,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"535","JEB96279","Veh","AUC","20260502",51.5281,109.0812,-9.0812,"Lachnoclostridium phytofermentans","DSM 29611","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans"
"536","JEB62565","PFOSNO-high","AUC","20260506",48.4989,92.4919,7.5081,"Enterobacter cloacae complex sp. ECL405","DSM 32886","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECL405"
"537","JEB62565","PFOSNO-low","AUC","20260501",20.8007,125.3858,-25.3858,"Enterobacter cloacae complex sp. ECL405","DSM 32886","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECL405"
"538","JEB62565","Veh","AUC","20260203",31.9984,92.2039,7.7961,"Enterobacter cloacae complex sp. ECL405","DSM 32886","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECL405"
"539","JEB62565","Veh","AUC","20260716",30.3005,124.0517,-24.0517,"Enterobacter cloacae complex sp. ECL405","DSM 32886","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECL405"
"540","JEB39210","PFOSNO-high","AUC","20260409",49.1178,87.5622,12.4378,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"541","JEB39210","PFOSNO-low","AUC","20260519",31.9661,87.6551,12.3449,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"542","JEB39210","PFOSNO-high","AUC","20260125",24.8839,94.0876,5.9124,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"543","JEB39210","PFOS-high","AUC","20260417",44.0569,113.2671,-13.2671,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"544","JEB39210","PFOS-high","AUC","20260217",51.3986,116.4914,-16.4914,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"545","JEB39210","PFOSNO-high","AUC","20260320",55.1997,99.7955,0.204499999999996,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"546","JEB39210","PFOS-low","AUC","20260130",52.6853,102.6415,-2.64149999999999,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus"
"547","JEB17829","PFOSNO-low","AUC","20260507",55.2117,78.4066,21.5934,"Enterobacter chengduensis","DSM 1678","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chengduensis"
"548","JEB17829","PFOS-high","AUC","20260206",23.1555,130.9941,-30.9941,"Enterobacter chengduensis","DSM 1678","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chengduensis"
"549","JEB17829","PFOS-high","AUC","20260531",40.3069,102.6,-2.59999999999999,"Enterobacter chengduensis","DSM 1678","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chengduensis"
"550","JEB17829","PFOS-high","AUC","20260502",24.1746,103.0654,-3.0654,"Enterobacter chengduensis","DSM 1678","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chengduensis"
"551","JEB58672","PFOSNO-low","AUC","20260408",50.5514,105.0721,-5.07210000000001,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"552","JEB58672","Veh","AUC","20260423",57.7207,91.8033,8.19670000000001,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"553","JEB58672","PFOS-low","AUC","20260305",29.2654,108.5077,-8.5077,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"554","JEB58672","PFOS-high","AUC","20260401",39.244,110.046,-10.046,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"555","JEB58672","PFOSNO-low","AUC","20260321",49.8564,92.5989,7.4011,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"556","JEB58672","Veh","AUC","20260319",28.4162,68.5772,31.4228,"Enterobacter sp. N18-03635","DSM 47138","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. N18-03635"
"557","JEB17145","PFOS-high","AUC","20260527",43.0247,93.9699,6.0301,"Anaerostipes caccae","DSM 96161","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae"
"558","JEB17145","PFOSNO-high","AUC","20260720",22.6359,74.0042,25.9958,"Anaerostipes caccae","DSM 96161","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae"
"559","JEB17145","Veh","AUC","20260422",43.147,86.1895,13.8105,"Anaerostipes caccae","DSM 96161","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae"
"560","JEB17145","Veh","AUC","20260717",23.8867,82.8398,17.1602,"Anaerostipes caccae","DSM 96161","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae"
"561","JEB17145","Veh","AUC","20260329",58.4753,91.8881,8.11190000000001,"Anaerostipes caccae","DSM 96161","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae"
"562","JEB76896","Veh","AUC","20260709",25.3281,94.0151,5.9849,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"563","JEB76896","Veh","AUC","20260512",32.7473,94.2221,5.7779,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"564","JEB76896","PFOS-low","AUC","20260401",28.8523,82.8568,17.1432,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"565","JEB76896","PFOSNO-low","AUC","20260122",56.439,83.2541,16.7459,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"566","JEB76896","PFOSNO-high","AUC","20260616",33.1181,100.019,-0.0190000000000055,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"567","JEB76896","PFOS-high","AUC","20260109",42.6742,93.3836,6.6164,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"568","JEB76896","PFOSNO-high","AUC","20260219",36.9873,96.9815,3.0185,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"569","JEB76896","PFOS-high","AUC","20260524",28.1642,64.6719,35.3281,"Ruminococcus champanellensis","DSM 50871","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"
"570","JEB57580","PFOS-low","AUC","20260213",42.1198,93.6795,6.3205,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"571","JEB57580","PFOSNO-low","AUC","20260419",51.3127,107.6599,-7.65989999999999,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"572","JEB57580","PFOSNO-low","AUC","20260409",53.276,87.5296,12.4704,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"573","JEB57580","Veh","AUC","20260623",38.4948,70.9754,29.0246,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"574","JEB57580","PFOS-low","AUC","20260131",34.4127,106.3843,-6.3843,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"575","JEB57580","PFOS-high","AUC","20260529",43.1403,116.9413,-16.9413,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"576","JEB57580","PFOSNO-high","AUC","20260410",51.2744,114.7507,-14.7507,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola"
"577","JEB34246","PFOS-low","AUC","20260410",23.0968,97.6311,2.3689,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"578","JEB34246","PFOS-low","AUC","20260315",32.7282,103.4199,-3.4199,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"579","JEB34246","PFOSNO-low","AUC","20260408",38.7853,98.5842,1.4158,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"580","JEB34246","PFOSNO-low","AUC","20260618",44.2643,99.7187,0.281300000000002,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"581","JEB34246","PFOS-low","AUC","20260131",50.4622,81.0092,18.9908,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"582","JEB34246","PFOSNO-low","AUC","20260609",39.4023,82.7489,17.2511,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"583","JEB34246","PFOS-low","AUC","20260601",45.9635,110.8819,-10.8819,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"584","JEB34246","PFOSNO-high","AUC","20260522",20.4783,108.4365,-8.4365,"Bifidobacterium pseudocatenulatum","DSM 81044","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum"
"585","JEB87883","Veh","AUC","20260717",38.4889,108.2932,-8.2932,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"586","JEB87883","Veh","AUC","20260212",56.33,88.8845,11.1155,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"587","JEB87883","PFOS-low","AUC","20260513",27.9122,71.9805,28.0195,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"588","JEB87883","PFOSNO-low","AUC","20260516",30.1591,125.7497,-25.7497,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"589","JEB87883","PFOS-high","AUC","20260430",29.0534,88.9903,11.0097,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"590","JEB87883","PFOS-high","AUC","20260425",53.0223,95.1251,4.8749,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve"
"591","JEB83486","PFOSNO-low","AUC","20260327",25.0738,108.286,-8.286,"Bifidobacterium indicum","DSM 17332","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum"
"592","JEB83486","PFOSNO-low","AUC","20260220",24.9049,107.3158,-7.3158,"Bifidobacterium indicum","DSM 17332","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum"
"593","JEB83486","PFOSNO-low","AUC","20260604",33.4109,121.5607,-21.5607,"Bifidobacterium indicum","DSM 17332","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum"
"594","JEB83486","PFOS-high","AUC","20260329",46.2049,70.9342,29.0658,"Bifidobacterium indicum","DSM 17332","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum"
"595","JEB41399","PFOSNO-low","AUC","20260304",29.9484,89.8919,10.1081,"Streptococcus himalayensis","DSM 87852","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis"
"596","JEB41399","Veh","AUC","20260508",30.2159,115.2718,-15.2718,"Streptococcus himalayensis","DSM 87852","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis"
"597","JEB41399","PFOS-high","AUC","20260703",26.2826,107.5654,-7.5654,"Streptococcus himalayensis","DSM 87852","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis"
"598","JEB41399","Veh","AUC","20260603",26.4581,107.5037,-7.5037,"Streptococcus himalayensis","DSM 87852","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis"
"599","JEB41399","PFOS-high","AUC","20260519",25.4557,77.3484,22.6516,"Streptococcus himalayensis","DSM 87852","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis"
"600","JEB83118","PFOS-high","AUC","20260410",22.7295,90.4751,9.5249,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"601","JEB83118","PFOS-high","AUC","20260521",28.0043,108.2382,-8.23820000000001,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"602","JEB83118","PFOSNO-low","AUC","20260108",53.5292,119.0914,-19.0914,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"603","JEB83118","PFOSNO-low","AUC","20260121",37.4193,121.5924,-21.5924,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"604","JEB83118","PFOS-low","AUC","20260509",51.9066,84.6114,15.3886,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"605","JEB83118","PFOSNO-low","AUC","20260119",59.0006,92.4418,7.5582,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"
"606","JEB11586","Veh","AUC","20260109",36.257,106.8452,-6.8452,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"607","JEB11586","Veh","AUC","20260215",51.98,103.711,-3.711,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"608","JEB11586","PFOSNO-high","AUC","20260519",24.8628,91.5668,8.4332,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"609","JEB11586","PFOS-low","AUC","20260318",30.2837,121.7847,-21.7847,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"610","JEB11586","PFOS-low","AUC","20260525",39.2914,99.8878,0.112200000000001,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"611","JEB11586","PFOS-low","AUC","20260311",48.9989,103.7511,-3.75109999999999,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"612","JEB11586","PFOS-high","AUC","20260131",23.4022,96.1605,3.8395,"Bacteroides sp. DH3716P","DSM 1523","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. DH3716P"
"613","JEB12732","Veh","AUC","20260719",35.4988,84.3155,15.6845,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"614","JEB12732","Veh","AUC","20260601",24.3724,117.2909,-17.2909,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"615","JEB12732","PFOS-low","AUC","20260521",36.9027,104.3748,-4.37479999999999,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"616","JEB12732","PFOS-low","AUC","20260223",31.0899,95.4881,4.5119,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"617","JEB12732","PFOS-low","AUC","20260309",48.8122,100.3712,-0.371200000000002,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"618","JEB12732","PFOSNO-high","AUC","20260619",53.7252,100.0816,-0.0815999999999946,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"619","JEB12732","PFOSNO-high","AUC","20260318",59.7282,90.9225,9.0775,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"620","JEB12732","PFOSNO-low","AUC","20260211",26.7796,85.0939,14.9061,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus"
"621","JEB80350","PFOS-low","AUC","20260608",36.3669,110.8162,-10.8162,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens"
"622","JEB80350","PFOSNO-high","AUC","20260521",43.9458,86.1868,13.8132,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens"
"623","JEB80350","PFOSNO-low","AUC","20260329",23.2902,114.6273,-14.6273,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens"
"624","JEB80350","Veh","AUC","20260116",35.4024,107.924,-7.92400000000001,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens"
