"unnamed_column_1","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy","Species_SILVA_clean","Species_GTDB_clean","SILVA_in_FVA","GTDB_in_FVA","Species_merge_source","Species"
544,"JEB39210","PFOS-high","AUC",20260217,51.3986,116.4914,-16.4914,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus","Bacteroides ovatus","Bacteroides ovatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides ovatus"
546,"JEB39210","PFOS-low","AUC",20260130,52.6853,102.6415,-2.64149999999999,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus","Bacteroides ovatus","Bacteroides ovatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides ovatus"
570,"JEB57580","PFOS-low","AUC",20260213,42.1198,93.6795,6.3205,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola","Prevotella histicola","Prevotella histicola",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella histicola"
573,"JEB57580","Veh","AUC",20260623,38.4948,70.9754,29.0246,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola","Prevotella histicola","Prevotella histicola",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella histicola"
574,"JEB57580","PFOS-low","AUC",20260131,34.4127,106.3843,-6.3843,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola","Prevotella histicola","Prevotella histicola",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella histicola"
575,"JEB57580","PFOS-high","AUC",20260529,43.1403,116.9413,-16.9413,"Prevotella histicola","DSM 17350","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella histicola","Prevotella histicola","Prevotella histicola",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella histicola"
585,"JEB87883","Veh","AUC",20260717,38.4889,108.2932,-8.2932,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve","Bifidobacterium breve","Bifidobacterium breve",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium breve"
586,"JEB87883","Veh","AUC",20260212,56.33,88.8845,11.1155,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve","Bifidobacterium breve","Bifidobacterium breve",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium breve"
587,"JEB87883","PFOS-low","AUC",20260513,27.9122,71.9805,28.0195,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve","Bifidobacterium breve","Bifidobacterium breve",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium breve"
589,"JEB87883","PFOS-high","AUC",20260430,29.0534,88.9903,11.0097,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve","Bifidobacterium breve","Bifidobacterium breve",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium breve"
590,"JEB87883","PFOS-high","AUC",20260425,53.0223,95.1251,4.8749,"Bifidobacterium breve","DSM 84920","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve","Bifidobacterium breve","Bifidobacterium breve",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium breve"
600,"JEB83118","PFOS-high","AUC",20260410,22.7295,90.4751,9.5249,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","Escherichia coli","Escherichia coli",TRUE,TRUE,"SILVA_and_GTDB_agree","Escherichia coli"
601,"JEB83118","PFOS-high","AUC",20260521,28.0043,108.2382,-8.23820000000001,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","Escherichia coli","Escherichia coli",TRUE,TRUE,"SILVA_and_GTDB_agree","Escherichia coli"
604,"JEB83118","PFOS-low","AUC",20260509,51.9066,84.6114,15.3886,"Escherichia coli","DSM 58430","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","Escherichia coli","Escherichia coli",TRUE,TRUE,"SILVA_and_GTDB_agree","Escherichia coli"
613,"JEB12732","Veh","AUC",20260719,35.4988,84.3155,15.6845,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus","Citrobacter amalonaticus","Citrobacter amalonaticus",TRUE,TRUE,"SILVA_and_GTDB_agree","Citrobacter amalonaticus"
614,"JEB12732","Veh","AUC",20260601,24.3724,117.2909,-17.2909,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus","Citrobacter amalonaticus","Citrobacter amalonaticus",TRUE,TRUE,"SILVA_and_GTDB_agree","Citrobacter amalonaticus"
615,"JEB12732","PFOS-low","AUC",20260521,36.9027,104.3748,-4.37479999999999,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus","Citrobacter amalonaticus","Citrobacter amalonaticus",TRUE,TRUE,"SILVA_and_GTDB_agree","Citrobacter amalonaticus"
616,"JEB12732","PFOS-low","AUC",20260223,31.0899,95.4881,4.5119,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus","Citrobacter amalonaticus","Citrobacter amalonaticus",TRUE,TRUE,"SILVA_and_GTDB_agree","Citrobacter amalonaticus"
617,"JEB12732","PFOS-low","AUC",20260309,48.8122,100.3712,-0.371200000000002,"Citrobacter amalonaticus","DSM 24045","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus","Citrobacter amalonaticus","Citrobacter amalonaticus",TRUE,TRUE,"SILVA_and_GTDB_agree","Citrobacter amalonaticus"
621,"JEB80350","PFOS-low","AUC",20260608,36.3669,110.8162,-10.8162,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens","Providencia alcalifaciens","Providencia alcalifaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Providencia alcalifaciens"
624,"JEB80350","Veh","AUC",20260116,35.4024,107.924,-7.92400000000001,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens","Providencia alcalifaciens","Providencia alcalifaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Providencia alcalifaciens"
625,"JEB80350","Veh","AUC",20260102,28.5767,115.7775,-15.7775,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens","Providencia alcalifaciens","Providencia alcalifaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Providencia alcalifaciens"
627,"JEB80350","Veh","AUC",20260301,33.1911,89.6572,10.3428,"Providencia alcalifaciens","DSM 6191","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia alcalifaciens","Providencia alcalifaciens","Providencia alcalifaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Providencia alcalifaciens"
628,"JEB47454","Veh","AUC",20260607,33.2074,89.3037,10.6963,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
629,"JEB47454","PFOS-low","AUC",20260407,43.7429,123.6128,-23.6128,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
630,"JEB47454","Veh","AUC",20260522,50.124,107.7814,-7.7814,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
631,"JEB47454","PFOS-low","AUC",20260512,22.588,120.6338,-20.6338,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
632,"JEB47454","Veh","AUC",20260506,37.0431,92.6013,7.3987,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
633,"JEB47454","PFOS-low","AUC",20260116,22.4877,85.3477,14.6523,"Bacteroides caccae","DSM 79388","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae","Bacteroides caccae","Bacteroides caccae",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides caccae"
639,"JEB44385","Veh","AUC",20260318,37.3623,111.0572,-11.0572,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
640,"JEB44385","PFOS-high","AUC",20260221,53.8396,86.3525,13.6475,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
641,"JEB44385","PFOS-low","AUC",20260406,34.4912,57.4987,42.5013,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
642,"JEB44385","Veh","AUC",20260317,38.0668,102.5299,-2.5299,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
643,"JEB44385","PFOS-high","AUC",20260401,57.8713,101.8875,-1.8875,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
645,"JEB44385","PFOS-low","AUC",20260205,50.3179,80.3719,19.6281,"Anaerostipes hadrus","DSM 33878","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
659,"JEB90293","PFOS-low","AUC",20260318,41.7886,87.738,12.262,"Veillonella montpellierensis","DSM 69782","NA;s__Veillonella montpellierensis","Veillonella montpellierensis","Veillonella montpellierensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Veillonella montpellierensis"
661,"JEB90293","PFOS-high","AUC",20260327,47.1854,99.0556,0.944400000000002,"Veillonella montpellierensis","DSM 69782","NA;s__Veillonella montpellierensis","Veillonella montpellierensis","Veillonella montpellierensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Veillonella montpellierensis"
664,"JEB50927","PFOS-high","AUC",20260609,53.0991,101.4064,-1.4064,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
665,"JEB50927","Veh","AUC",20260519,58.9283,101.408,-1.408,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
666,"JEB50927","PFOS-high","AUC",20260326,48.62,98.3413,1.6587,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
667,"JEB50927","Veh","AUC",20260610,26.3122,106.3524,-6.3524,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
668,"JEB50927","Veh","AUC",20260509,25.7058,86.5504,13.4496,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
669,"JEB50927","PFOS-high","AUC",20260423,21.6509,89.58,10.42,"Blautia wexlerae","DSM 45043","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
680,"JEB96246","Veh","AUC",20260126,38.8613,87.9843,12.0157,"Clostridium symbiosum","DSM 70098","NA;s__Clostridium symbiosum","Clostridium symbiosum","Clostridium symbiosum",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium symbiosum"
683,"JEB96246","Veh","AUC",20260525,38.9128,84.9419,15.0581,"Clostridium symbiosum","DSM 70098","NA;s__Clostridium symbiosum","Clostridium symbiosum","Clostridium symbiosum",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium symbiosum"
684,"JEB96246","PFOS-low","AUC",20260612,35.9175,119.8619,-19.8619,"Clostridium symbiosum","DSM 70098","NA;s__Clostridium symbiosum","Clostridium symbiosum","Clostridium symbiosum",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium symbiosum"
685,"JEB96246","Veh","AUC",20260428,56.6448,106.4318,-6.4318,"Clostridium symbiosum","DSM 70098","NA;s__Clostridium symbiosum","Clostridium symbiosum","Clostridium symbiosum",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium symbiosum"
686,"JEB96246","Veh","AUC",20260619,27.4668,84.0863,15.9137,"Clostridium symbiosum","DSM 70098","NA;s__Clostridium symbiosum","Clostridium symbiosum","Clostridium symbiosum",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium symbiosum"
687,"JEB74883","PFOS-low","AUC",20260216,36.7261,87.6341,12.3659,"Prevotella copri","DSM 51057","NA;s__Prevotella copri","Prevotella copri","Prevotella copri",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella copri"
689,"JEB74883","Veh","AUC",20260209,45.7688,101.3553,-1.3553,"Prevotella copri","DSM 51057","NA;s__Prevotella copri","Prevotella copri","Prevotella copri",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella copri"
690,"JEB74883","PFOS-low","AUC",20260316,50.1356,138.7495,-38.7495,"Prevotella copri","DSM 51057","NA;s__Prevotella copri","Prevotella copri","Prevotella copri",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella copri"
705,"JEB22343","PFOS-high","AUC",20260301,55.2981,110.3011,-10.3011,"Alistipes onderdonkii","DSM 45005","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii","Alistipes onderdonkii","Alistipes onderdonkii",TRUE,TRUE,"SILVA_and_GTDB_agree","Alistipes onderdonkii"
706,"JEB22343","PFOS-low","AUC",20260508,48.0965,102.215,-2.215,"Alistipes onderdonkii","DSM 45005","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii","Alistipes onderdonkii","Alistipes onderdonkii",TRUE,TRUE,"SILVA_and_GTDB_agree","Alistipes onderdonkii"
707,"JEB22343","PFOS-high","AUC",20260306,40.5228,108.919,-8.919,"Alistipes onderdonkii","DSM 45005","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii","Alistipes onderdonkii","Alistipes onderdonkii",TRUE,TRUE,"SILVA_and_GTDB_agree","Alistipes onderdonkii"
709,"JEB22343","PFOS-low","AUC",20260410,41.5728,115.7011,-15.7011,"Alistipes onderdonkii","DSM 45005","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii","Alistipes onderdonkii","Alistipes onderdonkii",TRUE,TRUE,"SILVA_and_GTDB_agree","Alistipes onderdonkii"
719,"JEB79269","PFOS-low","AUC",20260525,21.037,97.5936,2.4064,"Bifidobacterium dentium","DSM 61759","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium","Bifidobacterium dentium","Bifidobacterium dentium",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium dentium"
720,"JEB79269","PFOS-high","AUC",20260128,55.6159,88.3547,11.6453,"Bifidobacterium dentium","DSM 61759","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium","Bifidobacterium dentium","Bifidobacterium dentium",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium dentium"
721,"JEB79269","PFOS-low","AUC",20260529,54.274,113.5076,-13.5076,"Bifidobacterium dentium","DSM 61759","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium","Bifidobacterium dentium","Bifidobacterium dentium",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium dentium"
725,"JEB79269","Veh","AUC",20260202,50.1479,93.3412,6.6588,"Bifidobacterium dentium","DSM 61759","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium","Bifidobacterium dentium","Bifidobacterium dentium",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium dentium"
727,"JEB58759","Veh","AUC",20260429,29.7344,64.2865,35.7135,"Bacteroides finegoldii","DSM 37716","NA;s__Bacteroides finegoldii","Bacteroides finegoldii","Bacteroides finegoldii",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides finegoldii"
728,"JEB58759","PFOS-low","AUC",20260512,45.7582,98.5891,1.4109,"Bacteroides finegoldii","DSM 37716","NA;s__Bacteroides finegoldii","Bacteroides finegoldii","Bacteroides finegoldii",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides finegoldii"
729,"JEB58759","PFOS-low","AUC",20260327,23.746,114.1798,-14.1798,"Bacteroides finegoldii","DSM 37716","NA;s__Bacteroides finegoldii","Bacteroides finegoldii","Bacteroides finegoldii",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides finegoldii"
730,"JEB58759","PFOS-low","AUC",20260214,59.5465,96.2567,3.7433,"Bacteroides finegoldii","DSM 37716","NA;s__Bacteroides finegoldii","Bacteroides finegoldii","Bacteroides finegoldii",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides finegoldii"
732,"JEB58759","PFOS-low","AUC",20260124,22.2462,95.6948,4.3052,"Bacteroides finegoldii","DSM 37716","NA;s__Bacteroides finegoldii","Bacteroides finegoldii","Bacteroides finegoldii",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides finegoldii"
748,"JEB33748","Veh","AUC",20260530,50.342,113.7673,-13.7673,"Clostridium cadaveris","DSM 39289","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cadaveris","Clostridium cadaveris","Clostridium cadaveris",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium cadaveris"
750,"JEB75060","PFOS-high","AUC",20260316,20.1568,98.2168,1.78319999999999,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
751,"JEB75060","Veh","AUC",20260109,25.4528,90.3047,9.6953,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
753,"JEB75060","Veh","AUC",20260116,41.6612,112.7935,-12.7935,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
754,"JEB75060","Veh","AUC",20260418,27.7169,102.9377,-2.93770000000001,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
756,"JEB75060","PFOS-low","AUC",20260611,44.2011,97.0855,2.9145,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
757,"JEB75060","PFOS-high","AUC",20260215,21.7133,95.1617,4.8383,"Blautia wexlerae","DSM 67063","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
767,"JEB78420","PFOS-low","AUC",20260323,55.6662,116.4434,-16.4434,"Lactonifactor longoviformis","DSM 46440","NA;s__Lactonifactor longoviformis","Lactonifactor longoviformis","Lactonifactor longoviformis",TRUE,TRUE,"SILVA_and_GTDB_agree","Lactonifactor longoviformis"
771,"JEB78420","PFOS-high","AUC",20260513,38.9734,124.6379,-24.6379,"Lactonifactor longoviformis","DSM 46440","NA;s__Lactonifactor longoviformis","Lactonifactor longoviformis","Lactonifactor longoviformis",TRUE,TRUE,"SILVA_and_GTDB_agree","Lactonifactor longoviformis"
773,"JEB86615","PFOS-high","AUC",20260321,29.2571,92.4099,7.59010000000001,"Prevotella loescheii","DSM 18725","NA;s__Prevotella loescheii","Prevotella loescheii","Prevotella loescheii",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella loescheii"
774,"JEB86615","PFOS-low","AUC",20260520,21.5689,83.6242,16.3758,"Prevotella loescheii","DSM 18725","NA;s__Prevotella loescheii","Prevotella loescheii","Prevotella loescheii",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella loescheii"
775,"JEB86615","PFOS-low","AUC",20260118,51.9398,85.8764,14.1236,"Prevotella loescheii","DSM 18725","NA;s__Prevotella loescheii","Prevotella loescheii","Prevotella loescheii",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella loescheii"
782,"JEB47333","PFOS-low","AUC",20260524,27.2805,97.9001,2.09990000000001,"Bacteroides xylanisolvens","DSM 36174","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens","Bacteroides xylanisolvens","Bacteroides xylanisolvens",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides xylanisolvens"
783,"JEB47333","PFOS-low","AUC",20260711,25.3547,113.2178,-13.2178,"Bacteroides xylanisolvens","DSM 36174","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens","Bacteroides xylanisolvens","Bacteroides xylanisolvens",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides xylanisolvens"
784,"JEB47333","Veh","AUC",20260308,34.566,84.8506,15.1494,"Bacteroides xylanisolvens","DSM 36174","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens","Bacteroides xylanisolvens","Bacteroides xylanisolvens",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides xylanisolvens"
